touch_id,lead_id,geo_id,channel,touch_time
e278820f-82ff-4dca-9ccd-d7d6dd68df1a,8364d665-3b10-4aab-bfa0-0a094f128dd4,c133e573-2208-4233-91cd-3d742dfb8915,LinkedIn,2023-04-28 20:25:01
e431e306-7240-42c4-a59a-95f0886d7947,cfcfb6ef-ddef-4513-9360-55c48d5aaab6,cd925617-c58a-49c7-83d5-41cb7915836a,Ad,2022-09-14 02:07:06
54bdc6db-f995-4ddb-b387-91ec97a278d0,9d2237fe-a287-4d14-917c-3e766b0fdaf8,e64f2851-29a8-4c7e-83c0-58a984a05efd,LinkedIn,2023-02-03 12:20:29
f50d7757-d87d-42b6-9f4d-ee689ef69a4c,7135877e-a0b2-44b2-ac2b-30deefb65584,5050f307-f787-4047-8d37-2cedc48c3557,LinkedIn,2022-11-13 05:47:25
7783dfdd-2b41-43fe-a373-f6f01460cc75,a30c061c-783b-45f7-a61c-99a32fc9491c,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,Email,2023-08-29 15:26:54
c0cdc5f8-76b4-4a82-bb8f-2b602fa1e02c,5caebbb5-b17b-4db4-8eba-5e02243e177b,23b7c8fc-6b85-4bf8-9e48-748d5f296586,Email,2022-03-05 03:55:05
605a5343-5ca6-4e3e-9254-cda88052583e,0d5c9d0a-cb7b-4697-8587-37feefd18fd4,a58288c3-b609-4d9e-976f-0788fc350808,LinkedIn,2022-03-17 08:21:03
2d7f8667-9481-4083-85a4-1f251efbacb1,1a1dff74-1c97-464b-9c76-695b33ff7039,9b32730c-197d-4128-9e8f-a9c485970207,Email,2023-08-17 07:34:50
39340b38-5b51-491a-aa6b-ad2bf0911e12,33b01f93-65f7-4b08-8953-3742718b0176,92281d5b-28df-4ff1-9663-dc6f0896606d,Ad,2023-09-07 01:31:01
f45b9e30-8da2-4370-b192-2055fa1c27c7,265edf31-5f1f-4898-a52b-ecf6a246c2a2,f97e321b-ac65-4057-a901-09668427a33d,Email,2024-11-23 19:19:45
6804a7d9-fa5d-426e-94c2-869b69ce6cbb,88ed9bb0-4c4b-4050-a055-0a8c5b0bc685,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,LinkedIn,2024-09-09 12:16:26
ef10bda7-d635-443d-b24e-5f01df03d240,b31af13b-237e-4ff3-af74-d0065f179f0d,c133e573-2208-4233-91cd-3d742dfb8915,Ad,2023-08-08 21:22:41
ee9d0eda-bd56-4d1e-a88e-764b9df8a6ac,1b9d83e0-47cc-47d1-8faa-7d95c27e3f8a,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,LinkedIn,2022-11-10 10:05:13
6d3b6f6e-1880-432a-b35a-23bef4d09366,84d9b60e-e2ce-4c7c-854a-e078e68dc3a4,cd925617-c58a-49c7-83d5-41cb7915836a,Email,2024-12-13 18:16:24
0b01c60d-f062-448d-b7db-47050fd3f95e,ea7151ea-60c4-43e3-962d-b4e1176e8e9d,5050f307-f787-4047-8d37-2cedc48c3557,Ad,2023-04-29 05:02:55
aa8c2221-7bc3-4c0f-8e56-8d8da21ea8a0,3fa1c5fd-b82d-4cac-80a3-f263328eef15,eab23103-61b8-42e6-b8e4-27bdae31cde6,LinkedIn,2023-05-02 02:00:18
04154937-9fdd-49d1-940b-03fa359f8bbc,f989a8e2-a10d-4c9c-89c7-a5937b31f6b0,fda10fd5-4541-4e82-a935-3502434627b7,Email,2022-10-06 00:11:24
6b088f36-6332-4af9-ad9e-ccb18c382007,f814a5f5-ec2b-4fbd-8aa1-469330c2968d,713b4916-11b7-44e2-adb2-6f39959206ae,LinkedIn,2023-01-20 14:31:23
28c422bc-b100-4683-b558-315e89555057,a9c78d6a-bfe8-4a0b-b5a0-9ba3f30638db,92281d5b-28df-4ff1-9663-dc6f0896606d,Ad,2023-11-13 10:49:20
76261c3c-024b-4c57-b06b-ef115397b2c9,02b4d7ca-9bf3-4158-87e2-71c6dd67236f,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,Email,2024-02-25 08:41:10
2dcbe9b4-b8a9-4593-ac3e-8625b3905fb0,2e3db552-a0de-41ad-91c0-fb124cebf972,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,LinkedIn,2024-12-15 20:11:50
a105470e-e89c-4d2f-bb61-6b1fd3ac1527,6c3b2990-fd9d-4f2a-a280-3e1fefb9c926,ca6a3dd3-f966-452a-80ca-0cc1486d9554,Ad,2022-05-26 12:27:28
487964fd-2b1d-4b12-b09e-c8ad2b211302,3e825e55-583c-459b-9a59-c82266f4a9cf,6220054f-7c0d-4f92-8962-9682f69b589b,Email,2023-06-08 01:03:02
83cc0984-a7ef-469f-95f2-5a77673ff8e3,7a36db77-a2ce-4ea3-94c5-6f63b8c95344,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,LinkedIn,2023-06-22 20:17:53
3f48b975-949d-4fdd-bc80-df41ea5fea70,6cc9cd53-c9b3-4a09-a812-279a4fbf6074,f97e321b-ac65-4057-a901-09668427a33d,Ad,2024-03-05 00:47:37
d92f66e7-4878-41a9-ab03-a95bba2508e7,db916d98-6e31-4482-9288-62678c333742,9b32730c-197d-4128-9e8f-a9c485970207,Ad,2023-01-15 11:17:08
87ac06a9-2097-44e4-a52c-cc5f12ad4726,ccd0d760-5beb-4c20-94ad-22873aad47f3,81f8b9ca-8346-463f-b3ae-e601e1966c97,LinkedIn,2022-08-24 01:37:38
907b7204-35eb-4a62-9704-27c67b1d9e9d,9fac0097-266b-46d0-ba7e-3f6ddd710999,ce373f7b-ea9d-41e8-85b7-a385636a93e7,LinkedIn,2024-11-03 14:05:07
689aefd1-1491-4f69-a754-5e8342ef4b42,a14be276-f89e-4d5d-9800-3f6093a85a6d,81f8b9ca-8346-463f-b3ae-e601e1966c97,Ad,2022-07-17 16:01:15
483c0e26-340a-4da3-a514-e98fce52a4a6,e09a88b3-8666-4b14-a4f9-53899fe53168,c47f4c8a-816e-4d6a-9b91-e79cf635d0e5,Ad,2024-12-26 19:29:00
8ebf47cf-68c1-453d-bbc0-0a66f181237c,e56ee827-568a-4648-a076-9b6efa088d84,07a8c1b6-edd7-42ea-8ee5-59501a0ec2fe,Ad,2022-04-22 23:28:11
c5145de2-bf95-469c-a0e6-fa4b9c5fdd2d,35b6c53e-411b-4270-9f5d-fc09b1733e7d,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,LinkedIn,2022-05-15 21:28:53
51a2cfca-65b6-4717-ae52-eefe8e3ca094,1e384ab3-bf7c-434d-8383-51850401f58c,874057f3-6a95-453d-8573-c217459f7c51,Email,2023-11-28 07:38:51
29e462d0-bdea-4e81-b246-3a3c3ac0e911,26f67d3a-808e-4a1b-90c4-3b75df579a26,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,Email,2024-12-07 07:26:18
